talimat,giris,cevap,talimatLength,talimatWordCount,girisLength,girisWordCount,cevapLength,cevapWordCount,soru
 Bir blog gönderisini sentezleyin., Konu: Evden çalışma.,"Evden çalışmak, üretkenliği artırmanın ve verimliliği artırmanın harika bir yolu olabilir. Doğru araçlar ve stratejilerle uzaktan çalışma, sanki ofisteymişsiniz gibi üretken ve ilgi çekici olabilir. Başarılı bir şekilde evden çalışmanın anahtarı, doğru kuruluma sahip olmaktır. Güvenilir bir internet bağlantısı, iyi bir web kamerası ve rahat bir kulaklık veya mikrofon gibi işiniz için ihtiyaç duyduğunuz tüm araçlarla rahat ve ergonomik bir masa düzenine sahip olduğunuzdan emin olun. Günlük kontrol listelerine sahip olmak veya proje yönetimi yazılımını kullanmak gibi, düzenli ve görevde kalmak için süreçler oluşturmak da önemlidir. İşten uzaklaşmak ve düzenli molalar vermek de önemlidir. İş ve özel yaşam arasında sınırlar belirlemek, ruh sağlığınızı ve esenliğinizi korumak için önemlidir. Son olarak, iş arkadaşlarınızla bağlantıda kalmayı ve ilişkilerinizi sürdürmeyi unutmayın. İş arkadaşlarınızla projeler hakkında konuşmak ve birbirinizi kontrol etmek için görüntülü mesajlaşma veya çağrı sistemlerini kullanın. Evden çalışmak, iş-yaşam dengesini iyileştirmek, üretkenliği artırmak ve daha verimli bir çalışma ortamı yaratmak için bir fırsattır. Doğru kurulum ve stratejilerle uzaktan çalışmayı iş yerinizin bir parçası haline getirmeyi başarabilirsiniz.",34,4,21,3,1267,164, Bir blog gönderisini sentezleyin.  Konu: Evden çalışma.
" İki dizi verildiğinde, en büyük palindromik alt diziyi belirleyin", Dizi 1: hanımefendi Dizi 2: abba, abba,66,9,33,6,5,1," İki dizi verildiğinde, en büyük palindromik alt diziyi belirleyin  Dizi 1: hanımefendi Dizi 2: abba"
 Aşağıdaki cümleleri kullanılan söz sanatı türüne göre sınıflandırınız., Büyük bir zevkle gülümsedi., kişileştirme,71,8,28,4,13,1, Aşağıdaki cümleleri kullanılan söz sanatı türüne göre sınıflandırınız.  Büyük bir zevkle gülümsedi.
 Aşağıdaki metni okuyun ve ana fikri belirleyin.,"Great Barrier Reef, benzeri olmayan bir doğa harikasıdır. Nefes kesen bir güzelliğe sahiptir ve mercan resiflerinde yaşayan harika yaratıklarla dolu zengin, çeşitli bir ekosisteme ev sahipliği yapar."," Metnin ana fikri, Great Barrier Reef'in birçok farklı türle dolu, çeşitli bir ekosisteme sahip benzersiz ve harika bir yer olduğudur.",48,7,199,27,134,20," Aşağıdaki metni okuyun ve ana fikri belirleyin. Great Barrier Reef, benzeri olmayan bir doğa harikasıdır. Nefes kesen bir güzelliğe sahiptir ve mercan resiflerinde yaşayan harika yaratıklarla dolu zengin, çeşitli bir ekosisteme ev sahipliği yapar."
" Şu hayvanları sınıflandırın: aslan, inek, kartal"," aslan, inek, kartal"," Memeli - Aslan, İnek Kuşu - Kartal",49,6,20,3,35,7," Şu hayvanları sınıflandırın: aslan, inek, kartal  aslan, inek, kartal"
 Bu pasajı kişisel veya bilgilendirici bir makale olarak sınıflandırın.," Yol gezileri kendimi bildim bileli hayatımın bir parçası oldu. Çocukken, ailem beni ve kardeşlerimi bir arabaya bindirirdi ve akrabalarımızı ziyaret etmek veya bir hafta sonu kamp macerasının tadını çıkarmak için memleketimizden arabayla giderdik.", Kişisel Yazı.,71,9,248,33,14,2," Bu pasajı kişisel veya bilgilendirici bir makale olarak sınıflandırın.  Yol gezileri kendimi bildim bileli hayatımın bir parçası oldu. Çocukken, ailem beni ve kardeşlerimi bir arabaya bindirirdi ve akrabalarımızı ziyaret etmek veya bir hafta sonu kamp macerasının tadını çıkarmak için memleketimizden arabayla giderdik."
" Bir cümle verildiğinde, kelime sayısını sayın.", Güzel bir gün.,Cümlede 4 kelime var.,47,6,15,3,21,4," Bir cümle verildiğinde, kelime sayısını sayın.  Güzel bir gün."
 Aşağıdaki cümlede fiilin doğru şekli nedir?, Kuşlar ağaçlarda şarkı söylüyordu.," Fiilin doğru şekli ""şarkı söylemek""tir.",44,6,35,4,40,5, Aşağıdaki cümlede fiilin doğru şekli nedir?  Kuşlar ağaçlarda şarkı söylüyordu.
 Cümlede en olası adlandırılmış varlık hangisidir?," Walmart, ABD'deki en büyük perakendecilerden biridir."," En olası adlandırılmış varlık ""Walmart"" tır.",50,6,54,6,45,6," Cümlede en olası adlandırılmış varlık hangisidir?  Walmart, ABD'deki en büyük perakendecilerden biridir."
 Aşağıda sunulan web sitesi için bir başlık önerin.," Bu web sitesi, bağımsız küçük işletme sahiplerinin pratik bilgi, tavsiye ve destek bulmaları için bir kaynaktır.", Küçük İşletme Çözümleri - Akıllı Küçük İşletme Sahipleri İçin,51,8,113,16,62,9," Aşağıda sunulan web sitesi için bir başlık önerin.  Bu web sitesi, bağımsız küçük işletme sahiplerinin pratik bilgi, tavsiye ve destek bulmaları için bir kaynaktır."
" Belirli bir n pozitif tam sayısı için, n uzunluğundaki sayıların tüm olası permütasyonlarını üretin.", 2," Uzunluğu 2 olan sayıların olası permütasyonları şunlardır: (1, 2) ve (2, 1)",101,14,2,1,76,12," Belirli bir n pozitif tam sayısı için, n uzunluğundaki sayıların tüm olası permütasyonlarını üretin.  2"
" Bir şirketin tanımı verildiğinde, temel değerlerini özetleyen bir satır oluşturun.",Şirket tanımı: Müşterilere en son çözümleri sunmaya çalışan yenilikçi bir teknoloji şirketi," Bu yenilikçi teknoloji şirketinde, son teknoloji çözümler sunmaya ve müşteriler için değer yaratmaya çalışıyoruz.",83,10,91,12,114,14," Bir şirketin tanımı verildiğinde, temel değerlerini özetleyen bir satır oluşturun. Şirket tanımı: Müşterilere en son çözümleri sunmaya çalışan yenilikçi bir teknoloji şirketi"
" Bu görevde, verilen kelimelerin bir cümlede nasıl kullanılabileceğine dair bir örnek vermeniz gerekiyor."," Kelimeler: Fantezi, Büyülü", Fantezi dünyasında asasını salladı ve büyülü bir büyü yaptı.,105,13,27,3,61,9," Bu görevde, verilen kelimelerin bir cümlede nasıl kullanılabileceğine dair bir örnek vermeniz gerekiyor.  Kelimeler: Fantezi, Büyülü"
 Sağlanan adı kullanarak bir evcil hayvan mağazası için benzersiz bir logo tasarlayın., Evcil Hayvan Cenneti," Renkli, çiçeklerle dolu bir cennette oynayan bir köpek ve bir kedinin stilize edilmiş bir görüntüsünün yer aldığı yuvarlak bir logo ve eğlenceli bir yazı tipiyle 'Pet Paradise' yazılıyor.",86,12,21,3,188,28, Sağlanan adı kullanarak bir evcil hayvan mağazası için benzersiz bir logo tasarlayın.  Evcil Hayvan Cenneti
 Belirli bir ürünün doğru kategorisini bulun., Ürün: protein bar," ""protein bar"" ürünü, Sağlık ve Beslenme kategorisinde sınıflandırılabilir.",45,6,18,3,75,8, Belirli bir ürünün doğru kategorisini bulun.  Ürün: protein bar
Verilen e-posta adresleri grubundan hatalı e-postaları bulun ve kaldırın. Doğrudan temiz olan e-postaların çıktısını alın.," a@d.co b@d.co c@x.co d@x.co 1@d.co .@d.co @.co f@w.co,", a@d.co b@d.co c@x.co d@x.co f@w.co,122,15,55,8,35,5,"Verilen e-posta adresleri grubundan hatalı e-postaları bulun ve kaldırın. Doğrudan temiz olan e-postaların çıktısını alın.  a@d.co b@d.co c@x.co d@x.co 1@d.co .@d.co @.co f@w.co,"
 5 boyutlu iki vektörü toplamak için bir bilgisayar programı oluşturun.," [3, 2, 1, 5, 7], [4, 1, 6, 9, 0]"," def add_vector(v1, v2): if len(v1) != len(v2): yükselt İstisna(""Vektörler farklı uzunluklardadır"") sonuç = [] i için aralık(len(v1))): sonuç.append( v1[i] + v2[i]) dönüş sonucu",71,10,33,10,177,23," 5 boyutlu iki vektörü toplamak için bir bilgisayar programı oluşturun.  [3, 2, 1, 5, 7], [4, 1, 6, 9, 0]"
 Verilen görevi bir metin sınıflandırması veya metin oluşturma görevi olarak sınıflandırın., Görüntülerdeki nesnelerin açıklamalarını oluşturma., Metin oluşturma görevi.,91,11,52,4,24,3, Verilen görevi bir metin sınıflandırması veya metin oluşturma görevi olarak sınıflandırın.  Görüntülerdeki nesnelerin açıklamalarını oluşturma.
 Fiili basit şimdiki zamanda konjuge edin., Yürümek," Ben yürüyorum, sen yürüyorsun, o yürüyor, biz yürüyoruz, sen yürüyorsun, onlar yürüyor.",42,6,8,1,88,12, Fiili basit şimdiki zamanda konjuge edin.  Yürümek
 Verilen isimle ilgili 5 kelime oluşturun., Köpek yavrusu, 1. Köpek 2. Sevimli 3. Kürk 4. Havlama 5. Kuyruk,42,6,14,2,49,10, Verilen isimle ilgili 5 kelime oluşturun.  Köpek yavrusu
 Verilen konuyu içeren bir e-postanın gövdesini yazın., Konu: My Art Studio'nun Büyük Açılışına Davet,"Sevgili dostlar ve aile, sizi sanat stüdyomun büyük açılışına davet etmekten mutluluk duyuyorum! Bu alanda, her yaştan ve beceri seviyesinden insana sınıflar, atölyeler, özel seanslar ve sanat malzemeleri dahil olmak üzere çeşitli hizmetler sunmayı planlıyorum. 10 Nisan Cumartesi günü, 15:00-19:00 arası, lütfen stüdyomun büyük açılışı için bana katılın. Hafif içecekler, müzik ve alanı ve sunduğu birçok fırsatı keşfetme fırsatımız olacak. Sizi orada görmeyi ve anlamlı ve heyecan verici sanat deneyimleri yaratmaya devam etmeyi dört gözle bekliyorum. En içten saygılarımla, [Adınız]",54,7,46,7,585,80, Verilen konuyu içeren bir e-postanın gövdesini yazın.  Konu: My Art Studio'nun Büyük Açılışına Davet
 Aşağıdaki malzemeleri bir kapta karıştırın:," Un, yumurta, süt, şeker"," Un, yumurta, süt ve şekeri bir kapta her şey iyice birleşene kadar karıştırın.",44,5,24,4,79,13," Aşağıdaki malzemeleri bir kapta karıştırın:  Un, yumurta, süt, şeker"
 Verilen makalede sunulan bilgilerle ilgili 2-3 cümle yazın., [Makaleye bağlantı],"Makale, haklara ve kaynaklara erişime odaklanan farklı politika savunuculuğu türlerinin önemini tartışıyor. Temel hizmetlerin mevcudiyetini sağlayan, savunmasız nüfusları destekleyen ve insan haklarını koruyan destekleyici politikalara ve programlara olan ihtiyacı vurgulamaktadır. Sonuç olarak, etkili politika değişikliği için savunuculuğun önemini vurgulamaktadır.",60,8,20,2,367,39, Verilen makalede sunulan bilgilerle ilgili 2-3 cümle yazın.  [Makaleye bağlantı]
 Seyircinin bu şarkıya tepkisini tahmin edin:, Bir şarkıcı güzel bir akustik halk ezgisi çalıyor., Seyirci muhtemelen şarkıcının performansıyla büyülenecek ve şarkı bittiğinde alkışlayacaktır.,45,6,51,8,94,9, Seyircinin bu şarkıya tepkisini tahmin edin:  Bir şarkıcı güzel bir akustik halk ezgisi çalıyor.
 Dilbilgisi veya sözdizimi hatası olmaması için cümleyi düzenleyin, Onlara yardım etmeyi teklif ettik ama bizi görmezden geldiler., Onlara yardım etmeyi teklif ettik ama bizi görmezden geldiler.,66,8,63,9,63,9, Dilbilgisi veya sözdizimi hatası olmaması için cümleyi düzenleyin  Onlara yardım etmeyi teklif ettik ama bizi görmezden geldiler.
 Aşağıdaki örneği bir tür sözlü taciz olarak sınıflandırın. Çıktı 1 sözlü taciz için ve 0 değil için., Ne zaman bir hata yapsam bana hakaret ediyor.,1,101,17,46,8,1,1, Aşağıdaki örneği bir tür sözlü taciz olarak sınıflandırın. Çıktı 1 sözlü taciz için ve 0 değil için.  Ne zaman bir hata yapsam bana hakaret ediyor.
 Verilen parçadaki konu nedir?,"Hava kirliliği, Amerika Birleşik Devletleri'nde büyüyen bir halk sağlığı krizinin birincil nedenidir. En yaygın olarak bulunan kirleticilerden bazıları ozon, nitrojen dioksit ve partikül madde içerir. Bu kirleticiler, astım ve amfizem dahil olmak üzere ciddi sağlık durumlarıyla ilişkilendirilmiştir.", Verilen pasajdaki konu hava kirliliği ve bunun neden olabileceği sağlık sonuçlarıdır.,30,4,300,37,86,11," Verilen parçadaki konu nedir? Hava kirliliği, Amerika Birleşik Devletleri'nde büyüyen bir halk sağlığı krizinin birincil nedenidir. En yaygın olarak bulunan kirleticilerden bazıları ozon, nitrojen dioksit ve partikül madde içerir. Bu kirleticiler, astım ve amfizem dahil olmak üzere ciddi sağlık durumlarıyla ilişkilendirilmiştir."
 Aşağıdaki dizeyi tamamı küçük harflerle yazdıran bir kod yazın., Karışık Durum Karakterleri," print(""karma büyük/küçük harf karakterleri"".lower())",64,9,27,3,53,4, Aşağıdaki dizeyi tamamı küçük harflerle yazdıran bir kod yazın.  Karışık Durum Karakterleri
" Bir dizi dizi verildiğinde, dizilerin sırasını tersine çevirin."," Dizi: [""elma"", ""muz"", ""greyfurt""]"," [""greyfurt"", ""muz"", ""elma""]",64,8,34,4,28,3," Bir dizi dizi verildiğinde, dizilerin sırasını tersine çevirin.  Dizi: [""elma"", ""muz"", ""greyfurt""]"
 Hikayenin ana olaylarını ana hatlarıyla belirtin., Çavdar Avcısı," Çavdar Tarlasında Çocuklar, hazırlık okulundan sorunlu bir genç olan Holden Caulfield'ın yolculuğunu konu alan bir reşit olma romanıdır. Olaylar, Holden'ın sınıf arkadaşlarının okuldaki dansı ve Holden'ın okuldan atılmasıyla başlar. Daha sonra güzellik ve netlik arayışı içinde New York'a gitmeye karar verir. Şehirde Holden, bazıları sosyal tiksinti duygularını pekiştiren bir dizi insanla etkileşime giriyor. Sonunda kız kardeşi Phoebe ile tanışır ve bu onun iç hayatının boşluğuyla boğuşmasına ve çocukluğuyla yüzleşmesine olanak tanır.",50,6,14,2,540,71, Hikayenin ana olaylarını ana hatlarıyla belirtin.  Çavdar Avcısı
Bir film açıklamasını yeniden yazın.," ""Get Out"" filmi, ırklar arası bir çiftin ailesinin kırsaldaki malikanesine yaptığı ziyareti konu alıyor."," Jordan Peele'in yönettiği ""Get Out"", ırklar arası bir çiftin beyaz kız arkadaşının kırsaldaki aile malikanesine yaptığı ziyareti konu alıyor. Çift, rahatsız edici ve potansiyel olarak kötü niyetli olaylarla hızla karşı karşıya kalır ve izleyici kısa süre sonra, pastoral görünen ailenin karanlık bir sır sakladığını keşfeder. Get Out, ırkçılığın gerçek hayattaki yansımalarına dair zekice bir keşif sunan psikolojik bir korku filmi.",36,5,105,14,433,60,"Bir film açıklamasını yeniden yazın.  ""Get Out"" filmi, ırklar arası bir çiftin ailesinin kırsaldaki malikanesine yaptığı ziyareti konu alıyor."
 Sağlıklı bir gıda ürünü için bir jingle oluşturun.," Sağlıklı gıda ürünü, ""Bitki Gücü"" adı verilen bitki bazlı bir protein bardır."," ""Plant Power sizi güçlü kılacak, Gün boyu lezzetli ve sağlıklı bir atıştırmalık, Vücudunuzu enerji ile dolduruyor, O halde bir Plant Power protein bar alın ve içinizdeki gücü hissedin!""",51,8,78,12,186,28," Sağlıklı bir gıda ürünü için bir jingle oluşturun.  Sağlıklı gıda ürünü, ""Bitki Gücü"" adı verilen bitki bazlı bir protein bardır."
 Aşağıdaki kelime için uygun bir akrostiş cümle seçin., Bahçıvanlık, Her Gün Doğada Rüya Gören Bir Gökkuşağı Büyütün.,54,8,12,1,49,8, Aşağıdaki kelime için uygun bir akrostiş cümle seçin.  Bahçıvanlık
" Bir geçiş matrisi verildiğinde, durağan dağılımı hesaplayın"," Geçiş matrisi: [[0.7, 0.3], [0.3, 0.7]]"," Durağan dağılım [0.5, 0.5] şeklindedir.",60,7,40,6,40,5," Bir geçiş matrisi verildiğinde, durağan dağılımı hesaplayın  Geçiş matrisi: [[0.7, 0.3], [0.3, 0.7]]"
" ""Koşmak"" fiilini ""Her cumartesi markete koşarım"" cümlesinden çıkarın.", Her cumartesi markete koşarım., Her cumartesi mağazaya giderim.,70,8,31,4,32,4," ""Koşmak"" fiilini ""Her cumartesi markete koşarım"" cümlesinden çıkarın.  Her cumartesi markete koşarım."
 Reytinglerine göre bir film hakkında yorum yapın., Film Adı: Avatar IMDb: 8.4 Rotten Tomatoes: 83%," Avatar, IMDb'de 8.4/10 ve Rotten Tomatoes'da %83 aldı. Aksiyon dolu ve görsel olarak çarpıcı bir bilim kurgu filmi.",50,7,48,8,116,18, Reytinglerine göre bir film hakkında yorum yapın.  Film Adı: Avatar IMDb: 8.4 Rotten Tomatoes: 83%
" Aşağıdaki cümle verildiğinde, ""apple"" veya ""Apple"" ile eşleşecek geçerli bir normal ifade oluşturun.", Bir elma ya da elma yedi., /[Bir elma/,101,13,26,6,12,2," Aşağıdaki cümle verildiğinde, ""apple"" veya ""Apple"" ile eşleşecek geçerli bir normal ifade oluşturun.  Bir elma ya da elma yedi."
 Parçadaki öykü türlerini sınıflandırınız., Karanlık ve fırtınalı bir geceydi. Ormanda yalnızdı. Karşılaşabileceği şeylerden korkuyordu., Geçiş bir korku hikayesidir.,42,4,93,10,29,4, Parçadaki öykü türlerini sınıflandırınız.  Karanlık ve fırtınalı bir geceydi. Ormanda yalnızdı. Karşılaşabileceği şeylerden korkuyordu.
" Bir tarif verildiğinde, tarifte ve içeriklerinde birkaç değişiklik önerin.", Patates ve Graten Malzemeler: - 2 kilo patates - 1 soğan - 2 diş sarımsak - 6 yemek kaşığı tereyağı - 1 çay kaşığı kekik - 1 kap krema - 1 kap taze rendelenmiş parmesan peyniri - Tuz ve karabiber,"1. varyasyon: Patatesleri tatlı patateslerle değiştirin, soğanı pırasayla değiştirin, tereyağını zeytinyağıyla değiştirin ve kekiği biberiyeyle değiştirin. Varyasyon 2: Patatesleri karnabaharla değiştirin, soğanı arpacıkla değiştirin, tereyağını ghee ile değiştirin ve kekiği kekikle değiştirin. 3. Varyasyon: Patatesleri balkabagi ile değiştirin, soğanı yeşil soğanla değiştirin, tereyağını vegan tereyağıyla değiştirin ve kekiği adaçayı ile değiştirin.",75,9,196,40,454,51," Bir tarif verildiğinde, tarifte ve içeriklerinde birkaç değişiklik önerin.  Patates ve Graten Malzemeler: - 2 kilo patates - 1 soğan - 2 diş sarımsak - 6 yemek kaşığı tereyağı - 1 çay kaşığı kekik - 1 kap krema - 1 kap taze rendelenmiş parmesan peyniri - Tuz ve karabiber"
 Aşağıdaki kelime belgesini değiştirin., Bu belgede iki satırlık metin vardır.," Bu belgede iki satırlık metin vardır. İlk satır kalın, ikinci satır italiktir.",39,4,38,6,79,12, Aşağıdaki kelime belgesini değiştirin.  Bu belgede iki satırlık metin vardır.
